OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
SHIJIAN-6 01B (SJ-6 01B),2004-035B,2026-03-26T12:44:54.982752,15.05738469,.0006108,97.6126,104.4696,69.1773,291.0107,0,U,28414,999,17438,.38931E-3,.5576E-4,0
COSMOS 2408,2004-037A,2026-03-26T12:33:26.466336,12.45677194,.0017104,82.4895,17.6447,88.5346,271.7694,0,U,28419,999,97761,-.89186E-4,-.3E-7,0
COSMOS 2409,2004-037B,2026-03-26T12:57:48.847680,12.45321538,.0014638,82.4893,20.8241,98.7211,261.5529,0,U,28420,999,97726,.15753E-4,.12E-6,0
AMC-15,2004-041A,2026-03-26T11:07:38.496864,1.00271421,.0002343,0.0416,14.6029,328.2335,262.9295,0,U,28446,999,7847,0,-.104E-5,0
JB-3 3 (ZY 2C),2004-044A,2026-03-26T09:24:19.465344,15.18683635,.003467,97.2649,242.0936,148.7723,211.5581,0,U,28470,999,17521,.2421E-3,.5032E-4,0
NAVSTAR 56 (USA 180),2004-045A,2026-03-25T06:46:49.004832,2.00574303,.01705333,55.1828,328.2773,313.6338,222.6007,0,U,28474,999,15674,0,-.72E-6,0
SWIFT,2004-047A,2026-03-26T08:42:16.253568,15.60799967,.000332,20.5534,100.1704,234.1967,125.8169,0,U,28485,999,17387,.50856E-3,.45303E-3,0
NANOSAT-1,2004-049B,2026-03-26T08:28:07.688064,14.79969450,.0003898,98.2131,220.0609,181.5920,178.5280,0,U,28493,999,14319,.18406E-3,.1336E-4,0
COSMOS 2414,2005-002A,2026-03-26T09:58:19.960320,13.87917608,.0039503,82.9456,106.2627,203.4838,156.4523,0,U,28521,999,7233,.36451E-4,.59E-6,0
NSS-10,2005-003A,2026-03-26T05:47:14.736192,1.00270054,.0003242,6.2427,71.4428,286.9239,234.6700,0,U,28526,999,5232,0,-.264E-5,0
INMARSAT 4-F1,2005-009A,2026-03-26T05:26:47.947776,1.00270587,.0002969,5.0575,42.7160,339.5688,61.1874,0,U,28628,999,7684,0,.2E-6,0
IRS-P5 (CARTOSAT-1),2005-017A,2026-03-26T12:41:23.102304,14.90821170,.0001537,97.5394,112.3240,52.4244,307.7114,0,U,28649,999,13150,.14573E-3,.1382E-4,0
DIRECTV 8,2005-019A,2026-03-26T10:52:43.214016,1.00271638,.0003133,0.0013,180.1223,190.5141,217.3746,0,U,28659,999,7624,0,-.14E-6,0
GALAXY 28 (G-28),2005-022A,2026-03-26T04:13:02.658144,1.00270607,.00021885,3.0846,79.9552,303.8291,195.9997,0,U,28702,999,5114,0,-.214E-5,0
SJ-7,2005-024A,2026-03-26T12:31:36.821280,15.20267717,.0014924,97.7386,113.4450,324.2597,35.7637,0,U,28737,999,13546,.34537E-3,.7446E-4,0
THAICOM 4,2005-028A,2026-03-26T12:00:44.191008,1.00272093,.0001941,0.0366,88.5865,276.4512,118.5759,0,U,28786,999,5142,0,-.378E-5,0
REIMEI (INDEX),2005-031B,2026-03-26T07:41:36.974976,15.10053462,.0020461,98.0013,205.5458,36.7034,323.5591,0,U,28810,999,11848,.33538E-3,.5413E-4,0
ANIK F1R,2005-036A,2026-03-26T10:56:05.390016,1.00271712,.0002894,4.1015,77.5910,298.9950,224.0229,0,U,28868,999,4562,0,-.89E-6,0
NAVSTAR 57 (USA 183),2005-038A,2026-03-25T14:29:35.844576,2.00571404,.0128249,54.9471,276.5486,295.6005,73.0067,0,U,28874,999,15016,0,.2E-6,0
SYRACUSE 3A,2005-041B,2026-03-26T11:39:53.690112,1.00275227,.0003792,4.4323,76.8505,293.5680,34.7153,0,U,28885,999,7491,0,.116E-5,0
BEIJING 1,2005-043A,2026-03-26T13:26:37.442976,14.63476270,.0014591,98.2761,218.3757,175.3089,184.8252,0,U,28890,999,8856,.11749E-3,.56E-5,0
SINAH 1,2005-043D,2026-03-26T11:58:06.180960,14.64091149,.0014744,98.2716,219.3970,170.6100,189.5381,0,U,28893,999,8842,.93537E-4,.443E-5,0
CUBESAT XI-V,2005-043F,2026-03-26T08:46:49.985184,14.72385507,.0015329,98.2867,239.3088,107.8512,252.4368,0,U,28895,999,8956,.28809E-3,.1775E-4,0
INMARSAT 4-F2,2005-044A,2026-03-26T06:59:31.555680,1.00271135,.0002797,4.9876,43.7950,334.0122,54.3016,0,U,28899,999,7469,0,-.273E-5,0
COSMOS 2416 (RODNIK-S 1),2005-048A,2026-03-26T12:15:11.266848,12.55597512,.0008367,82.4744,0.5327,1.5348,171.5105,0,U,28908,999,92852,.51324E-4,.19E-6,0
METEOSAT-9 (MSG-2),2005-049B,2026-03-24T23:43:27.031584,1.00268402,.000025,9.1726,54.9763,162.6485,6.3281,0,U,28912,999,615,0,.118E-5,0
EUTELSAT 174A,2005-052A,2026-03-26T06:58:38.684064,1.00271892,.0006291,4.0094,77.5325,287.2486,97.5856,0,U,28924,999,5150,0,-.5E-7,0
ECHOSTAR 10,2006-003A,2026-03-26T13:20:22.020288,1.00270991,.0001741,0.0106,121.2650,205.7106,306.9100,0,U,28935,999,7363,0,-.71E-6,0
SPAINSAT,2006-007A,2026-03-25T13:48:41.437440,1.00269945,.0004403,0.3470,88.1018,285.1550,346.7376,0,U,28945,999,7338,0,-.23E-5,0
JCSAT-5A,2006-010A,2026-03-26T12:42:38.741184,1.00272029,.0001321,0.8950,85.1765,309.8785,111.6385,0,U,29045,999,7294,0,-.343E-5,0
ASTRA 1KR,2006-012A,2026-03-26T08:19:38.807616,1.00272692,.0003438,0.2602,81.9667,275.4138,330.2859,0,U,29055,999,4486,0,.104E-5,0
RESURS-DK 1,2006-021A,2026-03-26T09:30:51.943392,15.12849732,.0000933,69.9337,193.8061,66.6761,293.4503,0,U,29228,999,9005,.12896E-3,.2165E-4,0
GALAXY 16 (G-16),2006-023A,2026-03-26T10:58:27.664032,1.00271845,.0002646,0.0184,202.4310,162.7292,244.3464,0,U,29236,999,7214,0,-.143E-5,0
ARIRANG-2 (KOMPSAT-2),2006-031A,2026-03-26T11:54:47.339136,14.64601897,.0013993,97.8314,273.9386,341.5966,102.9752,0,U,29268,999,4937,.21816E-4,.71E-6,0
EUTELSAT 33F,2006-032A,2026-03-26T11:36:09.050112,1.00272659,.0003444,1.4481,83.1488,279.8093,28.0809,0,U,29270,999,4647,0,.14E-5,0
JCSAT-3A,2006-033A,2026-03-26T12:03:13.949856,1.00270268,.0002218,0.0180,152.7115,219.6800,120.3612,0,U,29272,999,4691,0,0,0
SYRACUSE 3B,2006-033B,2026-03-26T10:59:38.792832,0.98624931,.0004896,2.6905,81.1713,267.9240,263.1335,0,U,29273,999,7184,0,-.4E-7,0
KOREASAT 5 (MUGUNGWHA 5),2006-034A,2026-03-26T11:58:59.359296,1.00269249,.0001927,1.5715,84.0020,313.7947,78.9290,0,U,29349,999,4049,0,-.373E-5,0
HINODE (SOLAR-B),2006-041A,2026-03-26T11:16:36.482880,14.68499618,.0017364,98.0611,102.8275,185.9710,174.1291,0,U,29479,999,4273,.12799E-3,.694E-5,0
NAVSTAR 58 (USA 190),2006-042A,2026-03-26T06:01:24.599424,2.00574283,.010639,54.6988,154.6326,53.1051,320.0042,0,U,29486,999,14273,0,-.11E-6,0
DIRECTV 9S,2006-043A,2026-03-26T13:07:35.444928,1.00271427,.00034,2.2077,81.8827,292.5192,265.2860,0,U,29494,999,5055,0,-.128E-5,0
OPTUS D1,2006-043B,2026-03-26T12:04:51.665664,1.00271507,.000381,2.8221,80.6551,283.7319,152.7543,0,U,29495,999,7129,0,-.198E-5,0
SHIJIAN-6 02A (SJ-6 02A),2006-046A,2026-03-26T13:04:09.615072,15.15947810,.0004775,97.6471,126.0104,76.0965,284.0798,0,U,29505,999,5974,.45142E-3,.8595E-4,0
SHIJIAN-6 02B (SJ-6 02B),2006-046B,2026-03-26T11:55:23.456928,15.01082579,.0012996,97.7094,115.1004,349.9776,10.1187,0,U,29506,999,5833,.19298E-3,.2412E-4,0
DMSP 5D-3 F17 (USA 191),2006-050A,2026-03-26T12:10:56.272800,14.14971191,.0009002,98.7411,93.7616,295.2962,64.7278,0,U,29522,999,73,.98056E-4,.146E-5,0
BADR-4,2006-051A,2026-03-26T06:26:04.762752,1.00274529,.0007178,1.7910,81.9964,276.7050,307.7932,0,U,29526,999,5043,0,.131E-5,0
NAVSTAR 59 (USA 192),2006-052A,2026-03-25T15:41:35.206080,2.00552999,.00873545,54.9519,217.3155,89.7739,271.2005,0,U,29601,999,14173,0,.9E-7,0
WILDBLUE-1,2006-054A,2026-03-26T05:53:56.122944,1.00271768,.0001592,2.5892,81.5115,281.2347,158.2281,0,U,29643,999,5296,0,-.63E-6,0
LAPAN-TUBSAT,2007-001A,2026-03-26T11:50:44.982816,14.85858253,.0013664,98.1351,82.8642,93.9893,266.2884,0,U,29709,999,3887,.16612E-3,.1391E-4,0
THEMIS A,2007-004A,2026-03-25T12:27:48.853152,0.87845960,.8395054,7.1113,117.6271,182.2751,166.4080,0,U,30580,999,4054,-.54326E-2,-.8E-6,0
SKYNET 5A,2007-007B,2026-03-26T11:53:52.349856,1.00269611,.0004059,5.0909,74.7328,304.3258,78.5301,0,U,30794,999,6987,0,-.284E-5,0
THEMIS D,2007-004D,2026-03-26T10:18:45.504576,0.87835089,.8348937,6.8815,83.8163,218.9360,80.6888,0,U,30797,999,4035,0,-.12E-5,0
THEMIS E,2007-004E,2026-03-22T02:34:14.937312,0.87837115,.83542441,4.4028,99.1325,204.1504,168.4350,0,U,30798,999,6515,0,-.102E-5,0
ANIK F3,2007-009A,2026-03-26T11:45:38.510784,1.00271315,.0002711,0.9838,84.8158,274.5207,242.2820,0,U,31102,999,4573,0,-.16E-6,0
HAIYANG-1B,2007-010A,2026-03-26T10:17:23.768448,14.31004530,.0014791,98.3451,70.5066,86.8865,273.4011,0,U,31113,999,98879,.60242E-4,.117E-5,0
SAUDISAT 3,2007-012B,2026-03-26T08:42:12.506400,14.71367765,.0015689,98.1375,35.7515,127.7181,232.5450,0,U,31118,999,1556,.64674E-4,.35E-5,0
SAUDICOMSAT 7,2007-012C,2026-03-26T09:26:22.766784,14.65996470,.0057091,98.3707,57.8707,95.7692,265.0024,0,U,31119,999,1030,.14398E-3,.755E-5,0
SAUDICOMSAT 6,2007-012E,2026-03-26T08:59:57.317280,14.62455391,.0070919,98.4019,51.3982,223.9570,135.5977,0,U,31121,999,808,.11267E-3,.537E-5,0
SAUDICOMSAT 5,2007-012H,2026-03-26T08:17:24.078048,14.68036879,.0048167,98.3420,58.5848,27.7304,332.6453,0,U,31124,999,1144,.17386E-3,.961E-5,0
SAUDICOMSAT 3,2007-012J,2026-03-26T09:07:54.857856,14.70566120,.0038286,98.3076,59.1791,315.3995,44.4132,0,U,31125,999,1265,.17702E-3,.1033E-4,0
SAUDICOMSAT 4,2007-012L,2026-03-26T09:54:59.883840,14.64401088,.0063968,98.3909,56.3401,155.9414,204.4799,0,U,31127,999,917,.11749E-3,.587E-5,0
ASTRA 1L,2007-016A,2026-03-26T09:54:54.063936,1.00271676,.0003873,1.1079,82.1541,296.7785,289.1281,0,U,31306,999,4415,0,-.2E-5,0
GALAXY 17 (G-17),2007-016B,2026-03-26T11:02:27.280608,1.00271085,.0003592,2.7629,80.9230,292.3388,251.2540,0,U,31307,999,6897,0,-.221E-5,0
YAOGAN-2,2007-019A,2026-03-26T13:10:38.109216,14.82541784,.0020584,98.2763,303.3639,176.9784,183.1556,0,U,31490,999,1537,.10115E-3,.757E-5,0
GLOBALSTAR M069,2007-020C,2026-03-26T10:07:04.232928,12.23469787,.0001501,52.0014,126.3850,339.9699,33.4057,0,U,31573,999,86867,.24537E-3,-.66E-6,0
GLOBALSTAR M072,2007-020D,2026-03-26T08:55:54.444288,11.91656513,.0001587,51.9951,320.7254,123.7349,46.8988,0,U,31574,999,86510,.33483E-3,-.6E-6,0
COSMO-SKYMED 1,2007-023A,2026-03-26T12:18:47.227968,14.96653651,.0000973,97.8878,276.6823,92.7061,267.4272,0,U,31598,999,1742,.24661E-3,.2753E-4,0
TERRASAR-X,2007-026A,2026-03-25T12:56:10.394880,15.19147723,.0001903,97.4458,93.4368,80.3802,279.7647,0,U,31698,999,4052,.66328E-4,.1326E-4,0
COSMOS 2428,2007-029A,2026-03-26T10:54:48.024000,14.12948166,.0009672,70.9438,168.1573,259.8842,100.1189,0,U,31792,999,96646,.58204E-5,-.37E-6,0
DIRECTV 10,2007-032A,2026-03-26T10:59:38.792832,0.98335855,.0006819,0.1893,95.3428,284.0965,225.4963,0,U,31862,999,4475,0,-.4E-7,0
WORLDVIEW-1 (WV-1),2007-041A,2026-03-26T07:32:14.695872,15.23878857,.0002263,97.3827,206.2396,20.9336,339.1993,0,U,32060,999,3025,.28124E-3,.6718E-4,0
INTELSAT 11 (IS-11),2007-044B,2026-03-26T12:03:36.415584,0.99051177,.0003835,3.3504,79.6563,212.9524,201.6945,0,U,32253,999,6763,0,-.27E-5,0
WGS F1 (USA 195),2007-046A,2026-03-26T11:14:33.620352,1.00271730,.0000715,0.0746,84.8786,228.5075,356.6627,0,U,32258,999,5150,0,-.283E-5,0
NAVSTAR 60 (USA 196),2007-047A,2026-03-25T23:02:03.775488,2.00559480,.01638792,54.0335,83.4939,86.1318,275.7623,0,U,32260,999,13514,0,.2E-6,0
GLOBALSTAR M066,2007-048C,2026-03-26T07:41:34.747584,12.30387454,.000414,51.9589,295.8021,220.5408,310.7860,0,U,32265,999,85002,.10091E-3,-.83E-6,0
COSMOS 2433 [GLONASS-M],2007-052A,2026-03-19T18:09:40.986432,2.13104206,.00014873,65.6261,318.9456,272.6324,87.4199,0,U,32275,999,14315,0,-.16E-6,0
COSMOS 2432 [GLONASS-M],2007-052B,2026-03-26T02:38:59.316000,2.13103109,.00100731,65.6382,318.8578,334.0622,164.4955,0,U,32276,999,14331,0,-.33E-6,0
YAOGAN-3,2007-055A,2026-03-26T13:27:04.708224,14.90447239,.0001463,97.8253,116.2398,81.4514,278.6870,0,U,32289,999,99355,.3198E-3,.3063E-4,0
SKYNET 5B,2007-056B,2026-03-26T04:59:14.547264,1.00275261,.0003934,5.0413,74.4798,293.3476,275.7344,0,U,32294,999,6736,0,.127E-5,0
ASTRA 4A,2007-057A,2026-03-26T08:02:40.498944,1.00271759,.0002483,0.0341,41.2776,325.2962,302.6588,0,U,32299,999,5081,0,.17E-6,0
COSMO-SKYMED 2,2007-059A,2026-03-26T14:17:44.052000,14.82145648,.000132,97.8880,270.3877,86.5215,273.6150,0,U,32376,999,98976,.65589E-4,.47E-5,0
RADARSAT-2,2007-061A,2026-03-26T11:19:55.906176,14.29984135,.0001241,98.5821,93.5776,83.0472,277.0852,0,U,32382,999,95413,.12452E-3,.277E-5,0
NAVSTAR 61 (USA 199),2007-062A,2026-03-26T00:44:15.047808,2.00554780,.00336245,55.0986,277.4934,161.0270,17.7192,0,U,32384,999,13384,0,.18E-6,0
HORIZONS-2,2007-063B,2026-03-26T11:05:34.481760,1.00272891,.0002585,2.3890,81.6342,282.7117,272.1444,0,U,32388,999,6698,0,-.268E-5,0
COSMOS 2434 [GLONASS-M],2007-065A,2026-03-26T11:38:23.561088,2.13101314,.0003009,64.3174,194.7028,65.6290,306.3532,0,U,32393,999,14201,0,-.16E-6,0
COSMOS 2436 [GLONASS-M],2007-065C,2026-03-26T07:22:42.054816,2.13100142,.0017337,64.3261,194.7801,4.3496,4.0638,0,U,32395,999,14196,0,-.13E-6,0
THURAYA-3,2008-001A,2026-03-26T07:36:38.762784,1.00274796,.000234,5.8513,35.6476,313.3350,47.3837,0,U,32404,999,6665,0,-.314E-5,0
THOR 5,2008-006A,2026-03-26T08:01:03.154656,1.00272322,.0002356,0.0121,213.1357,147.4796,302.6630,0,U,32487,999,6648,0,-.24E-6,0
AMC-14,2008-011A,2026-03-25T21:57:57.282048,1.00330824,.004835,23.9087,21.5229,357.8332,177.7532,0,U,32708,999,6733,0,.82E-6,0
NAVSTAR 62 (USA 201),2008-012A,2026-03-25T09:05:03.173280,2.00569887,.02081741,54.4837,153.2739,246.5583,111.2973,0,U,32711,999,13207,0,-.6E-7,0
DIRECTV 11,2008-013A,2026-03-26T04:23:44.839968,1.00271298,.00003712,0.0121,61.9285,251.5660,196.8690,0,U,32729,999,4476,0,-.14E-5,0
ICO G1,2008-016A,2026-03-26T12:15:47.352672,1.00272864,.000268,5.5112,36.3070,308.4214,290.3108,0,U,32763,999,6571,0,-.185E-5,0
VINASAT-1,2008-018A,2026-03-26T12:04:21.343584,1.00272494,.0002168,0.0190,269.1946,125.0455,102.7229,0,U,32767,999,6576,0,-.344E-5,0
STAR ONE C2,2008-018B,2026-03-26T06:00:07.253280,1.00269285,.0002776,1.0289,83.1568,285.1549,200.3923,0,U,32768,999,6582,0,-.291E-5,0
CARTOSAT-2A,2008-021A,2026-03-26T12:26:13.095168,14.79133257,.0012531,97.7739,137.0148,26.9171,333.2689,0,U,32783,999,96658,.18098E-3,.1292E-4,0
CUTE-1.7+APD II (CO-65),2008-021C,2026-03-26T11:53:55.392000,15.08593383,.0007885,97.8224,65.2741,319.3829,40.6810,0,U,32785,999,97272,.41596E-3,.6443E-4,0
CANX-2,2008-021H,2026-03-26T09:30:58.978944,15.04970766,.0009458,97.8593,63.6357,334.8618,25.2146,0,U,32790,999,97235,.31493E-3,.4405E-4,0
SEEDS II (CO-66),2008-021J,2026-03-26T09:47:49.312032,15.29771305,.0001474,97.7529,79.5449,184.1342,175.9886,0,U,32791,999,97462,.63511E-3,.18259E-3,0
AMOS-3,2008-022A,2026-03-26T08:35:35.513088,1.00271835,.0001315,0.2416,87.4887,189.5884,31.4754,0,U,32794,999,8150,0,-.51E-6,0
GALAXY 18 (G-18),2008-024A,2026-03-26T10:51:35.822016,1.00271455,.000285,0.0166,146.3891,217.0253,220.3669,0,U,32951,999,4502,0,.1E-6,0
YUBILEINY (RS30),2008-025A,2026-03-26T12:40:06.863808,12.43176541,.0020127,82.5035,46.8462,129.0568,231.2306,0,U,32953,999,80942,.27747E-3,.49E-6,0
COSMOS 2437,2008-025B,2026-03-26T13:03:13.178592,12.42756926,.0020939,82.5014,48.8346,146.5930,332.7857,0,U,32954,999,80910,-.62946E-3,-.77E-6,0
COSMOS 2438,2008-025C,2026-03-26T13:22:15.600864,12.43367030,.0022078,82.5024,44.2440,122.5657,237.7559,0,U,32955,999,80956,-.33154E-3,-.36E-6,0
COSMOS 2439,2008-025D,2026-03-26T12:18:57.962304,12.43068127,.002154,82.5064,49.1786,132.7629,227.5267,0,U,32956,999,80944,-.62636E-3,-.77E-6,0
FENGYUN 3A,2008-026A,2026-03-26T08:52:12.748800,14.19551295,.0009004,98.6819,27.7823,14.0391,346.1033,0,U,32958,999,92365,.72638E-4,.11E-5,0
ZHONGXING-9,2008-028A,2026-03-26T11:52:59.932704,1.00269372,.0007994,0.5563,86.4223,255.7182,112.4136,0,U,33051,999,6521,0,-.264E-5,0
FGRST (GLAST),2008-029A,2026-03-26T04:32:57.113088,15.23451492,.00086246,25.5828,60.5703,68.4590,291.6867,0,U,33053,999,98316,.12493319E-3,.3401E-4,0
SKYNET 5C,2008-030A,2026-03-26T09:13:38.601120,1.00271710,.0005154,3.5775,78.0016,297.8121,288.6168,0,U,33055,999,6512,0,-.154E-5,0
TURKSAT 3A,2008-030B,2026-03-26T11:38:38.808960,1.00271097,.0004777,0.0522,77.7641,308.9126,13.8765,0,U,33056,999,5152,0,.13E-5,0
INTELSAT 25 (IS-25),2008-034A,2026-03-26T11:17:40.820640,1.00269914,.0003027,2.4944,81.3015,259.6418,340.8778,0,U,33153,999,6486,0,-.239E-5,0
ECHOSTAR 11,2008-035A,2026-03-26T10:55:20.462016,1.00272113,.0002451,0.7911,85.0749,271.9061,240.7574,0,U,33207,999,5038,0,-.72E-6,0
SUPERBIRD-C2,2008-038A,2026-03-26T10:22:45.122016,1.00272500,.0002222,2.1478,82.2835,354.8976,38.3991,0,U,33274,999,10490,0,-.321E-5,0
INMARSAT 4-F3,2008-039A,2026-03-26T12:13:37.790688,1.00270524,.0002764,4.2226,31.2989,343.5478,254.5075,0,U,33278,999,4571,0,-.153E-5,0
HUANJING 1A (HJ-1A),2008-041A,2026-03-26T11:52:32.042784,14.83773041,.0020497,97.6657,74.5629,52.6235,307.6842,0,U,33320,999,94614,.1267E-3,.1001E-4,0
HUANJING 1B (HJ-1B),2008-041B,2026-03-26T11:53:07.280160,14.83145732,.0038057,97.6505,77.9789,94.3550,266.2014,0,U,33321,999,94615,.12508E-3,.981E-5,0
GEOEYE 1,2008-042A,2026-03-26T11:47:02.604768,14.64787035,.0002798,98.1180,160.4592,334.3954,25.7110,0,U,33331,999,93804,.99982E-4,.486E-5,0
NIMIQ 4,2008-044A,2026-03-26T11:17:56.243040,1.00271931,.000236,0.0112,121.1667,250.0062,260.2281,0,U,33373,999,6415,0,-.236E-5,0
GALAXY 19 (G-19),2008-045A,2026-03-26T11:02:16.179936,1.00271935,.0002767,0.0251,247.1102,108.9522,256.4045,0,U,33376,999,6407,0,-.155E-5,0
THEOS,2008-049A,2026-03-26T11:09:14.824224,14.20120158,.0001127,98.5662,145.4022,95.1821,264.9485,0,U,33396,999,90622,.17827E-4,-.4E-7,0
SHIJIAN-6 03A (SJ-6 03A),2008-053A,2026-03-26T12:25:04.375200,15.16293100,.0009987,97.8513,115.9806,301.5466,58.4790,0,U,33408,999,95043,.40397E-3,.7763E-4,0
SHIJIAN-6 03B (SJ-6 03B),2008-053B,2026-03-26T13:04:18.680160,15.03979183,.0018713,97.8633,104.0586,323.5480,36.4469,0,U,33409,999,95032,.33792E-3,.4619E-4,0
COSMO-SKYMED 3,2008-054A,2026-03-26T12:37:32.014272,15.06389779,.0015712,97.8405,302.7045,180.8266,179.2937,0,U,33412,999,94449,.25186E-3,.3653E-4,0
SHIYAN-3 (SY-3),2008-056A,2026-03-26T07:55:33.517920,14.30772564,.0013985,98.6155,112.6535,23.0107,337.1700,0,U,33433,999,90695,.77343E-4,.159E-5,0
CHUANGXIN 1-02 (CX-1-02),2008-056B,2026-03-26T12:45:12.871872,14.30136176,.001483,98.6231,112.5924,27.5731,332.6235,0,U,33434,999,90680,.16947E-3,.395E-5,0
ASTRA 1M,2008-057A,2026-03-26T08:06:47.604672,1.00277426,.0002047,0.0860,72.8048,3.4560,248.5374,0,U,33436,999,4490,0,.106E-5,0
YAOGAN-4,2008-061A,2026-03-26T09:15:08.798400,14.83025423,.0014019,97.9262,19.5402,346.5190,13.5647,0,U,33446,999,93339,.16627E-3,.13E-4,0
EUTELSAT HOTBIRD 13C,2008-065A,2026-03-26T11:12:18.836352,1.00271031,.0003874,2.7380,80.1492,290.2172,291.3327,0,U,33459,999,4651,0,-.297E-5,0
GOSAT (IBUKI),2009-002A,2026-03-26T07:07:54.555744,14.67540735,.0001015,98.0786,197.4623,91.6697,268.4623,0,U,33492,999,91930,.1308E-3,.694E-5,0
STARS (KUKAI),2009-002G,2026-03-26T09:12:36.880416,14.95097886,.0010231,98.1476,29.3883,84.4723,275.7663,0,U,33498,999,92610,.4363E-3,.4726E-4,0
KKS-1 (KISEKI),2009-002H,2026-03-26T11:15:54.368064,14.82888389,.0007411,98.1184,6.6203,188.6036,171.5051,0,U,33499,999,92393,.1955E-3,.1529E-4,0
EXPRESS-AM44,2009-007A,2026-03-26T07:58:10.930944,1.00271319,.0004133,3.2500,79.3892,280.0604,292.8658,0,U,33595,999,5145,0,-.103E-5,0
NSS-9,2009-008A,2026-03-26T10:36:13.828608,1.00272340,.0002164,1.0478,83.3898,265.9870,176.6200,0,U,33749,999,6269,0,.56E-6,0
TELSTAR 11N,2009-009A,2026-03-26T11:15:55.988928,1.00272553,.000245,0.0195,148.9370,199.9001,326.4932,0,U,34111,999,4541,0,-.266E-5,0
NAVSTAR 63 (USA 203),2009-014A,2026-03-25T18:54:44.955648,2.00555138,.01447452,54.4999,213.9974,61.5124,298.9622,0,U,34661,999,12460,0,.3E-7,0
WGS F2 (USA 204),2009-017A,2026-03-26T11:43:08.378688,1.00270983,.00002,0.0181,163.2939,110.2869,143.6530,0,U,34713,999,4478,0,0,0
SES-7 (PROTOSTAR 2),2009-027A,2026-03-26T11:57:36.989856,1.00268839,.0001651,0.0678,77.2947,244.6234,149.6546,0,U,34941,999,6180,0,-.36E-5,0
MEASAT-3A,2009-032A,2026-03-26T11:36:38.765664,1.00271277,.0003114,0.0358,8.1530,353.4756,156.4446,0,U,35362,999,720,0,-.127E-5,0
GOES 14,2009-033A,2026-03-26T10:37:43.684608,1.00107532,.0001699,1.4765,84.0531,271.9156,175.8620,0,U,35491,999,576,0,.64E-6,0
FM-5,2009-034A,2026-03-26T02:28:42.528864,1.00269923,.00007022,0.0265,258.7621,357.5152,238.2838,0,U,35493,999,4581,0,-.214E-5,0
TERRESTAR-1,2009-035A,2026-03-26T02:11:58.482240,1.00273349,.00031276,5.1129,48.8161,320.2215,96.4866,0,U,35496,999,6130,0,-.69E-6,0
COSMOS 2451,2009-036A,2026-03-26T12:42:12.149856,12.40868660,.0007361,82.4891,143.6562,39.9075,320.2544,0,U,35498,999,75739,.14258E-3,.29E-6,0
COSMOS 2453,2009-036C,2026-03-26T13:08:07.004256,12.41518338,.0006593,82.4887,139.2496,357.1928,2.9113,0,U,35500,999,75772,.80003E-4,.21E-6,0
DEIMOS-1,2009-041A,2026-03-26T12:03:57.515328,14.75141191,.000272,97.7294,246.3620,92.2721,267.8800,0,U,35681,999,89469,.11014E-3,.696E-5,0
DUBAISAT-1,2009-041B,2026-03-26T09:32:28.433184,14.74950816,.0009904,97.9907,219.6323,343.6008,16.4879,0,U,35682,999,89289,.18734E-3,.1209E-4,0
UK-DMC 2,2009-041C,2026-03-26T12:25:25.180320,14.75886094,.000136,97.8686,222.5745,99.1270,261.0094,0,U,35683,999,89437,.77356E-4,.482E-5,0
APRIZESAT 4,2009-041D,2026-03-26T10:43:52.719744,14.83740686,.0042416,98.1459,159.1130,228.7594,130.9962,0,U,35684,999,89909,.1124E-3,.885E-5,0
NANOSAT 1B,2009-041E,2026-03-26T07:33:53.051904,14.92792228,.0050865,98.1042,201.4634,77.9169,282.7742,0,U,35685,999,90205,.1881E-3,.193E-4,0
APRIZESAT 3,2009-041F,2026-03-26T08:47:43.918656,14.95959818,.0061438,98.1939,234.6924,341.8373,18.0652,0,U,35686,999,90399,.17089E-3,.1919E-4,0
ASIASAT 5,2009-042A,2026-03-26T14:22:38.530848,1.00275097,.000182,0.0272,244.2323,110.1355,145.8056,0,U,35696,999,6088,0,-.324E-5,0
NAVSTAR 64 (USA 206),2009-043A,2026-03-26T08:25:15.833280,2.00558899,.0052217,56.1618,30.7057,80.7873,276.3023,0,U,35752,999,12169,0,-.7E-6,0
JCSAT-12 (JCSAT-RA),2009-044A,2026-03-26T12:04:21.343584,1.00271118,.0001477,0.0243,264.6107,46.2862,186.1808,0,U,35755,999,6078,0,-.344E-5,0
OPTUS D3,2009-044B,2026-03-26T11:36:38.765664,1.00270381,.0003138,0.8720,269.8993,85.3586,158.9511,0,U,35756,999,6073,0,-.163E-5,0
NIMIQ 5,2009-050A,2026-03-26T11:05:56.945760,1.00271257,.0002755,0.0142,136.4702,226.0151,275.2007,0,U,35873,999,6051,0,-.273E-5,0
OCEANSAT-2,2009-051A,2026-03-26T11:45:36.988416,13.99651010,.0017709,98.2304,80.6142,105.5655,254.7468,0,U,35931,999,86776,.23494E-3,.306E-5,0
