job_title,country,experience_level,education_level,year,salary,ai_risk_score,primary_skill,skill_demand_score,job_openings,job_survival_class,salary_bucket,ai_risk_category
Cybersecurity Analyst,UK,Entry,Bachelor,2022,22103.42,0.22,Security,90,17389,2,High,Low Risk
DevOps Engineer,India,Mid,Master,2026,13679.71,0.31,Docker,87,29746,1,Medium,Medium Risk
DevOps Engineer,UK,Senior,PhD,2019,53002.63,0.24,Docker,65,1117,2,High,Low Risk
AI Researcher,Australia,Entry,Master,2034,36707.13,0.24,Deep Learning,97,14234,2,High,Low Risk
AI Researcher,Germany,Entry,PhD,2026,32199.19,0.16,Deep Learning,61,1846,1,High,Low Risk
Software Engineer,UK,Mid,Bachelor,2026,33750.86,0.46,Java,85,47514,2,High,Medium Risk
Data Scientist,Australia,Mid,PhD,2035,46125.35,0.45,Python,64,7469,1,High,Medium Risk
Cloud Engineer,USA,Mid,Master,2021,49682.19,0.31,AWS,63,27386,2,High,Medium Risk
Data Scientist,UK,Entry,PhD,2021,21738.04,0.31,Python,79,37976,1,High,Medium Risk
Product Manager,USA,Entry,Master,2022,34295.21,0.37,Strategy,60,40001,1,High,Medium Risk
ML Engineer,Canada,Entry,Bachelor,2032,34744.59,0.32,Python,97,2828,2,High,Medium Risk
Software Engineer,Canada,Entry,Bachelor,2025,21320.0,0.45,Java,95,40756,1,High,Medium Risk
ML Engineer,Canada,Entry,Master,2019,24620.23,0.19,Python,92,46745,2,High,Low Risk
ML Engineer,Canada,Mid,Bachelor,2018,33696.95,0.18,Python,64,23422,2,High,Low Risk
Data Analyst,India,Entry,Master,2022,5131.72,0.62,SQL,61,6287,0,Low,High Risk
Product Manager,Germany,Entry,Bachelor,2023,26501.58,0.38,Strategy,60,2342,1,High,Medium Risk
Data Analyst,India,Senior,Master,2031,13803.52,0.71,SQL,76,28534,0,Medium,High Risk
Data Scientist,Australia,Entry,Master,2029,26685.43,0.39,Python,94,29253,1,High,Medium Risk
Cloud Engineer,Canada,Senior,Bachelor,2029,56126.18,0.39,AWS,64,32037,2,High,Medium Risk
DevOps Engineer,India,Senior,Bachelor,2031,24456.73,0.36,Docker,73,2908,1,High,Medium Risk
Cybersecurity Analyst,UK,Senior,Bachelor,2016,38468.85,0.16,Security,68,20019,2,High,Low Risk
Business Analyst,UK,Mid,PhD,2018,20847.97,0.68,Excel,60,6415,0,High,High Risk
Business Analyst,Australia,Mid,Bachelor,2017,20921.89,0.67,Excel,88,9007,0,High,High Risk
Cloud Engineer,Canada,Entry,Bachelor,2019,23893.04,0.29,AWS,96,31523,2,High,Low Risk
Cybersecurity Analyst,Canada,Senior,PhD,2032,46689.26,0.32,Security,80,16524,2,High,Medium Risk
Cloud Engineer,UK,Senior,PhD,2024,62365.47,0.34,AWS,73,41345,2,High,Medium Risk
Business Analyst,Canada,Senior,Master,2018,32184.37,0.68,Excel,84,15060,1,High,High Risk
Data Scientist,Australia,Senior,PhD,2021,48634.04,0.31,Python,77,44303,2,High,Medium Risk
AI Researcher,UK,Entry,Master,2025,32805.67,0.15,Deep Learning,99,29173,2,High,Low Risk
Business Analyst,UK,Mid,PhD,2018,23071.7,0.68,Excel,97,6984,1,High,High Risk
Cloud Engineer,UK,Mid,PhD,2023,40083.34,0.33,AWS,74,10184,1,High,Medium Risk
Cloud Engineer,India,Senior,Master,2017,16553.28,0.27,AWS,92,12246,1,Medium,Low Risk
Data Scientist,USA,Entry,Master,2018,26084.86,0.28,Python,73,37455,1,High,Low Risk
Cloud Engineer,India,Senior,Bachelor,2033,24032.91,0.43,AWS,98,2970,1,High,Medium Risk
DevOps Engineer,Canada,Mid,PhD,2018,29349.5,0.23,Docker,62,32110,1,High,Low Risk
AI Researcher,Germany,Senior,Master,2016,52527.79,0.06,Deep Learning,74,6788,2,High,Low Risk
Cybersecurity Analyst,Canada,Mid,Master,2018,24066.95,0.18,Security,89,10446,2,High,Low Risk
Product Manager,Canada,Entry,Bachelor,2030,30792.5,0.45,Strategy,88,11789,1,High,Medium Risk
Software Engineer,USA,Mid,PhD,2026,44009.89,0.46,Java,96,33154,2,High,Medium Risk
Data Scientist,Germany,Senior,Bachelor,2028,54668.14,0.38,Python,63,20029,1,High,Medium Risk
DevOps Engineer,Canada,Senior,PhD,2035,68325.1,0.4,Docker,64,47714,2,High,Medium Risk
DevOps Engineer,USA,Senior,PhD,2023,71836.12,0.28,Docker,97,24710,2,High,Low Risk
Data Analyst,India,Mid,PhD,2024,7435.32,0.64,SQL,83,41631,1,Low,High Risk
Cloud Engineer,Germany,Entry,Bachelor,2019,21569.87,0.29,AWS,67,15382,1,High,Low Risk
Product Manager,Australia,Mid,Bachelor,2019,34142.77,0.34,Strategy,61,49538,1,High,Medium Risk
Data Analyst,USA,Senior,PhD,2021,38219.29,0.61,SQL,95,34561,1,High,High Risk
AI Researcher,UK,Mid,Master,2020,39782.06,0.1,Deep Learning,64,6779,2,High,Low Risk
Cloud Engineer,Germany,Senior,Master,2033,59479.7,0.43,AWS,69,44879,2,High,Medium Risk
Product Manager,USA,Entry,Bachelor,2020,32941.65,0.35,Strategy,67,1814,1,High,Medium Risk
Product Manager,USA,Senior,Bachelor,2023,71689.67,0.38,Strategy,71,11457,2,High,Medium Risk
Business Analyst,Australia,Mid,Master,2034,30184.74,0.84,Excel,77,18368,0,High,High Risk
Business Analyst,UK,Mid,Bachelor,2031,27592.5,0.81,Excel,99,34595,1,High,High Risk
Data Scientist,Germany,Mid,Bachelor,2024,32340.31,0.34,Python,95,16343,2,High,Medium Risk
Product Manager,UK,Senior,PhD,2024,63753.55,0.39,Strategy,96,39727,2,High,Medium Risk
Data Analyst,India,Mid,PhD,2016,6367.09,0.56,SQL,87,45409,1,Low,Medium Risk
Data Analyst,India,Mid,Bachelor,2019,6140.63,0.59,SQL,88,45327,1,Low,Medium Risk
Cybersecurity Analyst,Germany,Mid,Bachelor,2015,22696.87,0.15,Security,70,14718,1,High,Low Risk
Business Analyst,Australia,Mid,Bachelor,2019,19571.13,0.69,Excel,96,37244,1,Medium,High Risk
AI Researcher,Canada,Senior,Bachelor,2031,70016.4,0.21,Deep Learning,95,20256,2,High,Low Risk
DevOps Engineer,Australia,Mid,Bachelor,2027,37261.65,0.32,Docker,99,3708,2,High,Medium Risk
Data Analyst,UK,Entry,Master,2017,12164.69,0.57,SQL,68,40224,1,Medium,Medium Risk
Cloud Engineer,Canada,Mid,PhD,2027,35042.43,0.37,AWS,94,26150,2,High,Medium Risk
AI Researcher,Germany,Entry,Master,2015,22361.0,0.05,Deep Learning,85,44082,2,High,Low Risk
Cloud Engineer,India,Senior,Master,2026,23801.37,0.36,AWS,66,9666,1,High,Medium Risk
Data Scientist,UK,Entry,Bachelor,2028,28538.1,0.38,Python,76,7783,1,High,Medium Risk
Product Manager,UK,Senior,Bachelor,2027,62069.97,0.42,Strategy,83,46080,2,High,Medium Risk
Cybersecurity Analyst,Australia,Mid,Bachelor,2025,29825.26,0.25,Security,65,20956,1,High,Low Risk
ML Engineer,USA,Senior,PhD,2018,74367.49,0.18,Python,88,29734,2,High,Low Risk
DevOps Engineer,Canada,Entry,Master,2026,24285.72,0.31,Docker,85,11395,1,High,Medium Risk
ML Engineer,India,Entry,Bachelor,2023,9817.46,0.23,Python,66,5944,1,Low,Low Risk
Software Engineer,India,Senior,Bachelor,2035,23591.82,0.55,Java,79,25917,1,High,Medium Risk
Data Scientist,India,Senior,Master,2029,19533.59,0.39,Python,99,21806,1,Medium,Medium Risk
Product Manager,Canada,Mid,PhD,2033,46924.42,0.48,Strategy,72,42949,1,High,Medium Risk
Product Manager,Germany,Senior,Master,2019,50714.62,0.34,Strategy,78,28965,2,High,Medium Risk
Business Analyst,USA,Mid,Master,2035,36888.29,0.85,Excel,88,28952,1,High,High Risk
Cybersecurity Analyst,Germany,Senior,Bachelor,2026,38464.27,0.26,Security,89,8311,2,High,Low Risk
DevOps Engineer,USA,Mid,Master,2029,52861.75,0.34,Docker,77,34536,2,High,Medium Risk
Data Analyst,USA,Mid,Master,2017,23486.65,0.57,SQL,61,7645,0,High,Medium Risk
Data Scientist,Canada,Senior,PhD,2027,52411.61,0.37,Python,89,39565,2,High,Medium Risk
Business Analyst,Canada,Senior,PhD,2016,29611.31,0.66,Excel,63,13342,0,High,High Risk
Business Analyst,Canada,Senior,Bachelor,2025,38656.53,0.75,Excel,91,38641,1,High,High Risk
Product Manager,UK,Senior,Bachelor,2016,47467.96,0.31,Strategy,93,48190,2,High,Medium Risk
Business Analyst,USA,Mid,PhD,2017,28457.57,0.67,Excel,91,20846,1,High,High Risk
DevOps Engineer,Australia,Entry,Bachelor,2022,24775.68,0.27,Docker,60,46368,1,High,Low Risk
Business Analyst,UK,Senior,PhD,2034,43591.36,0.84,Excel,83,31678,1,High,High Risk
ML Engineer,Germany,Mid,Master,2027,42202.64,0.27,Python,67,32480,2,High,Low Risk
AI Researcher,Germany,Senior,PhD,2016,53224.41,0.06,Deep Learning,62,40986,2,High,Low Risk
Cloud Engineer,USA,Mid,Bachelor,2032,59910.98,0.42,AWS,67,8970,1,High,Medium Risk
AI Researcher,Germany,Mid,PhD,2034,48404.07,0.24,Deep Learning,73,10503,2,High,Low Risk
ML Engineer,Germany,Entry,PhD,2019,25193.2,0.19,Python,75,42124,2,High,Low Risk
Cloud Engineer,Germany,Senior,PhD,2027,52072.94,0.37,AWS,73,48838,2,High,Medium Risk
ML Engineer,Canada,Senior,Bachelor,2024,57343.73,0.24,Python,77,7150,2,High,Low Risk
DevOps Engineer,UK,Senior,Master,2019,50708.21,0.24,Docker,92,3198,2,High,Low Risk
DevOps Engineer,USA,Senior,PhD,2028,81958.73,0.33,Docker,78,14859,2,High,Medium Risk
DevOps Engineer,Germany,Entry,Master,2024,24003.32,0.29,Docker,77,9705,1,High,Low Risk
ML Engineer,India,Mid,Master,2021,15322.89,0.21,Python,64,23419,1,Medium,Low Risk
Software Engineer,India,Entry,Bachelor,2024,7738.35,0.44,Java,61,30378,0,Low,Medium Risk
Data Scientist,Canada,Senior,PhD,2031,58762.36,0.41,Python,71,15596,2,High,Medium Risk
Data Analyst,Australia,Mid,PhD,2019,17582.23,0.59,SQL,89,46960,1,Medium,Medium Risk
Product Manager,UK,Entry,Bachelor,2020,25589.87,0.35,Strategy,94,44861,2,High,Medium Risk
Product Manager,India,Senior,Master,2016,18761.62,0.31,Strategy,76,49285,1,Medium,Medium Risk
AI Researcher,Germany,Senior,PhD,2022,58839.22,0.12,Deep Learning,82,21607,2,High,Low Risk
Business Analyst,Canada,Mid,PhD,2029,24200.88,0.79,Excel,76,3573,0,High,High Risk
Software Engineer,Canada,Entry,Master,2030,24899.06,0.5,Java,61,42196,1,High,Medium Risk
Software Engineer,Germany,Senior,PhD,2029,46990.94,0.49,Java,68,18685,1,High,Medium Risk
Business Analyst,Germany,Mid,PhD,2031,27634.94,0.81,Excel,63,42401,0,High,High Risk
AI Researcher,India,Entry,PhD,2019,11008.53,0.09,Deep Learning,93,9996,2,Medium,Low Risk
Cybersecurity Analyst,USA,Senior,Master,2026,53634.43,0.26,Security,77,27665,2,High,Low Risk
DevOps Engineer,USA,Senior,PhD,2018,61005.77,0.23,Docker,97,27657,2,High,Low Risk
Cybersecurity Analyst,USA,Entry,Master,2029,29891.92,0.29,Security,84,13875,1,High,Low Risk
DevOps Engineer,India,Mid,Bachelor,2022,11959.02,0.27,Docker,81,41760,1,Medium,Low Risk
Business Analyst,Germany,Entry,Master,2016,12028.26,0.66,Excel,86,5263,0,Medium,High Risk
AI Researcher,Canada,Mid,Bachelor,2027,43676.32,0.17,Deep Learning,66,28529,2,High,Low Risk
Data Scientist,Germany,Entry,Bachelor,2025,24635.57,0.35,Python,85,36796,1,High,Medium Risk
Data Scientist,Australia,Senior,Master,2019,44299.83,0.29,Python,61,36835,2,High,Low Risk
ML Engineer,USA,Mid,Master,2019,51354.76,0.19,Python,60,20250,2,High,Low Risk
Business Analyst,UK,Senior,Bachelor,2017,28610.65,0.67,Excel,85,25063,1,High,High Risk
Data Analyst,Germany,Entry,Bachelor,2032,17172.59,0.72,SQL,98,32463,1,Medium,High Risk
Product Manager,Canada,Mid,Bachelor,2024,38477.32,0.39,Strategy,93,24150,2,High,Medium Risk
Software Engineer,Germany,Entry,Bachelor,2022,20788.25,0.42,Java,81,24863,1,High,Medium Risk
AI Researcher,Australia,Senior,Master,2017,52627.22,0.07,Deep Learning,95,9942,2,High,Low Risk
Data Scientist,UK,Senior,PhD,2015,40003.02,0.25,Python,94,32987,2,High,Low Risk
DevOps Engineer,Canada,Entry,PhD,2019,19483.02,0.24,Docker,93,48304,2,Medium,Low Risk
Cybersecurity Analyst,UK,Entry,PhD,2026,23358.36,0.26,Security,68,16048,1,High,Low Risk
Software Engineer,Canada,Mid,Bachelor,2017,24067.52,0.37,Java,60,35008,1,High,Medium Risk
DevOps Engineer,Germany,Entry,PhD,2032,28883.43,0.37,Docker,99,46080,2,High,Medium Risk
DevOps Engineer,Canada,Senior,Bachelor,2027,52867.32,0.32,Docker,62,29145,2,High,Medium Risk
Business Analyst,USA,Senior,Master,2026,51804.44,0.76,Excel,89,21581,1,High,High Risk
Cybersecurity Analyst,Australia,Entry,Master,2017,17336.21,0.17,Security,78,27212,1,Medium,Low Risk
Cloud Engineer,India,Senior,PhD,2035,24243.55,0.45,AWS,76,37408,1,High,Medium Risk
Data Scientist,Canada,Senior,Master,2019,43208.31,0.29,Python,71,2341,1,High,Low Risk
Data Analyst,Germany,Senior,Master,2035,39298.83,0.75,SQL,78,6895,1,High,High Risk
ML Engineer,Australia,Mid,PhD,2030,48285.57,0.3,Python,76,2750,2,High,Medium Risk
ML Engineer,India,Entry,PhD,2029,12462.62,0.29,Python,75,6319,1,Medium,Low Risk
Data Analyst,Germany,Entry,Bachelor,2021,11769.68,0.61,SQL,84,12918,0,Medium,High Risk
Data Analyst,Germany,Mid,PhD,2027,21188.15,0.67,SQL,85,28935,1,High,High Risk
DevOps Engineer,UK,Mid,Bachelor,2035,48974.05,0.4,Docker,66,42360,2,High,Medium Risk
Software Engineer,Germany,Mid,Bachelor,2035,33700.14,0.55,Java,80,20541,1,High,Medium Risk
Cloud Engineer,Germany,Entry,Master,2028,28980.99,0.38,AWS,73,38198,1,High,Medium Risk
AI Researcher,Australia,Mid,Master,2025,47431.66,0.15,Deep Learning,68,12122,2,High,Low Risk
ML Engineer,UK,Senior,Master,2026,72721.63,0.26,Python,82,35268,2,High,Low Risk
DevOps Engineer,Germany,Entry,PhD,2028,25409.53,0.33,Docker,89,26510,1,High,Medium Risk
Data Scientist,UK,Senior,Bachelor,2032,62851.04,0.42,Python,98,22776,2,High,Medium Risk
Cybersecurity Analyst,Germany,Entry,Bachelor,2025,19918.27,0.25,Security,83,36435,2,Medium,Low Risk
Cybersecurity Analyst,Germany,Mid,PhD,2028,27296.0,0.28,Security,93,17514,2,High,Low Risk
ML Engineer,Australia,Mid,Master,2029,47814.17,0.29,Python,99,32705,2,High,Low Risk
Data Analyst,Australia,Mid,PhD,2028,23530.26,0.68,SQL,98,29535,1,High,High Risk
Cybersecurity Analyst,Australia,Entry,Bachelor,2035,25907.02,0.35,Security,88,16317,1,High,Medium Risk
AI Researcher,Germany,Senior,PhD,2020,54030.26,0.1,Deep Learning,77,49288,2,High,Low Risk
Data Analyst,India,Senior,PhD,2029,13766.56,0.69,SQL,61,9502,0,Medium,High Risk
Data Analyst,India,Entry,Bachelor,2035,6668.85,0.75,SQL,93,38114,0,Low,High Risk
Cloud Engineer,Germany,Mid,PhD,2016,30447.68,0.26,AWS,72,30969,1,High,Low Risk
Product Manager,India,Senior,Master,2026,24957.16,0.41,Strategy,94,31586,1,High,Medium Risk
Cloud Engineer,UK,Entry,PhD,2019,26551.94,0.29,AWS,88,30629,2,High,Low Risk
DevOps Engineer,Germany,Mid,Master,2035,38543.76,0.4,Docker,75,20895,1,High,Medium Risk
Cybersecurity Analyst,India,Entry,Bachelor,2020,6530.05,0.2,Security,69,40837,1,Low,Low Risk
Business Analyst,Canada,Mid,PhD,2018,19511.73,0.68,Excel,98,13676,1,Medium,High Risk
Cybersecurity Analyst,Germany,Senior,Master,2021,39359.76,0.21,Security,62,45460,2,High,Low Risk
Product Manager,Germany,Senior,Master,2021,49407.92,0.36,Strategy,89,35801,2,High,Medium Risk
Data Scientist,India,Entry,Master,2020,7722.06,0.3,Python,96,41600,1,Low,Medium Risk
Business Analyst,USA,Senior,Master,2026,46700.16,0.76,Excel,74,36400,1,High,High Risk
Data Scientist,Canada,Senior,Master,2024,45661.39,0.34,Python,83,10155,2,High,Medium Risk
ML Engineer,Australia,Senior,PhD,2035,73378.28,0.35,Python,96,46028,2,High,Medium Risk
ML Engineer,Germany,Senior,Bachelor,2018,45022.12,0.18,Python,65,1806,2,High,Low Risk
Software Engineer,India,Entry,Master,2015,6777.69,0.35,Java,83,41970,1,Low,Medium Risk
Cloud Engineer,Canada,Senior,Master,2029,65836.81,0.39,AWS,93,49280,2,High,Medium Risk
DevOps Engineer,India,Senior,Bachelor,2017,17507.56,0.22,Docker,63,49988,1,Medium,Low Risk
Cybersecurity Analyst,UK,Senior,PhD,2030,53314.29,0.3,Security,69,41042,2,High,Medium Risk
DevOps Engineer,UK,Mid,PhD,2017,29147.86,0.22,Docker,85,18320,2,High,Low Risk
ML Engineer,Germany,Senior,Bachelor,2029,59892.68,0.29,Python,62,15199,2,High,Low Risk
Business Analyst,Australia,Senior,Master,2019,30800.24,0.69,Excel,64,9245,0,High,High Risk
DevOps Engineer,Australia,Senior,Bachelor,2019,52096.48,0.24,Docker,68,12362,2,High,Low Risk
AI Researcher,Canada,Entry,Bachelor,2031,35698.05,0.21,Deep Learning,94,26425,2,High,Low Risk
ML Engineer,Germany,Entry,Bachelor,2025,28370.27,0.25,Python,83,25578,2,High,Low Risk
Software Engineer,Germany,Senior,Master,2017,38034.79,0.37,Java,97,8287,2,High,Medium Risk
Cybersecurity Analyst,India,Senior,PhD,2023,16593.77,0.23,Security,84,38443,2,Medium,Low Risk
ML Engineer,Australia,Mid,PhD,2032,49707.63,0.32,Python,93,18674,2,High,Medium Risk
Data Scientist,Canada,Senior,Bachelor,2033,64594.06,0.43,Python,62,44642,2,High,Medium Risk
Product Manager,India,Entry,PhD,2034,11702.02,0.49,Strategy,68,18602,0,Medium,Medium Risk
Product Manager,Germany,Senior,Bachelor,2015,47054.99,0.3,Strategy,71,29841,2,High,Medium Risk
Data Scientist,USA,Senior,PhD,2023,69129.9,0.33,Python,99,43520,2,High,Medium Risk
Software Engineer,Canada,Mid,PhD,2035,37820.82,0.55,Java,93,26559,1,High,Medium Risk
Data Analyst,UK,Senior,PhD,2024,30420.76,0.64,SQL,97,15663,1,High,High Risk
Cybersecurity Analyst,UK,Entry,PhD,2027,23544.48,0.27,Security,85,42873,2,High,Low Risk
Cybersecurity Analyst,UK,Entry,PhD,2016,15721.97,0.16,Security,72,42755,2,Medium,Low Risk
ML Engineer,UK,Mid,Master,2029,43667.27,0.29,Python,76,39001,2,High,Low Risk
Software Engineer,Germany,Senior,Bachelor,2025,43832.41,0.45,Java,91,3396,1,High,Medium Risk
Cloud Engineer,Australia,Mid,Master,2019,35968.45,0.29,AWS,62,2591,1,High,Low Risk
Cloud Engineer,Canada,Senior,Bachelor,2025,57578.2,0.35,AWS,99,27572,2,High,Medium Risk
Software Engineer,UK,Entry,Master,2029,23881.67,0.49,Java,65,21695,1,High,Medium Risk
Software Engineer,India,Entry,Bachelor,2024,8476.94,0.44,Java,99,3139,1,Low,Medium Risk
AI Researcher,Canada,Mid,Bachelor,2020,41595.42,0.1,Deep Learning,72,34130,2,High,Low Risk
Cloud Engineer,Canada,Senior,Master,2021,47976.39,0.31,AWS,95,21670,2,High,Medium Risk
ML Engineer,UK,Senior,Master,2030,75988.45,0.3,Python,66,49874,2,High,Medium Risk
Cybersecurity Analyst,UK,Entry,Bachelor,2027,24748.06,0.27,Security,90,48638,2,High,Low Risk
DevOps Engineer,UK,Entry,Bachelor,2033,28556.49,0.38,Docker,91,23890,1,High,Medium Risk
Cloud Engineer,USA,Entry,Master,2030,36956.57,0.4,AWS,98,37766,2,High,Medium Risk
Product Manager,Australia,Senior,Master,2024,53248.48,0.39,Strategy,61,49845,2,High,Medium Risk
DevOps Engineer,USA,Entry,Master,2019,30290.84,0.24,Docker,71,34062,2,High,Low Risk
Cybersecurity Analyst,Australia,Mid,Master,2026,28650.17,0.26,Security,72,10882,1,High,Low Risk
Data Analyst,UK,Entry,PhD,2032,19466.54,0.72,SQL,76,32966,0,Medium,High Risk
Software Engineer,Germany,Senior,Master,2017,34892.76,0.37,Java,83,2007,1,High,Medium Risk
AI Researcher,Canada,Mid,PhD,2023,38617.55,0.13,Deep Learning,89,45486,2,High,Low Risk
Product Manager,Australia,Senior,Bachelor,2019,52594.53,0.34,Strategy,91,14281,2,High,Medium Risk
Data Scientist,UK,Mid,Master,2032,40942.87,0.42,Python,74,26821,1,High,Medium Risk
Cloud Engineer,India,Entry,PhD,2031,11974.23,0.41,AWS,81,14507,1,Medium,Medium Risk
AI Researcher,Canada,Entry,Bachelor,2016,22779.69,0.06,Deep Learning,95,8491,2,High,Low Risk
ML Engineer,Australia,Mid,Master,2031,46043.16,0.31,Python,76,15859,2,High,Medium Risk
Business Analyst,India,Senior,PhD,2019,10742.41,0.69,Excel,69,10077,0,Medium,High Risk
Cloud Engineer,Canada,Mid,Bachelor,2027,37697.09,0.37,AWS,85,12383,1,High,Medium Risk
Product Manager,Australia,Mid,PhD,2025,36697.78,0.4,Strategy,73,38567,1,High,Medium Risk
DevOps Engineer,Canada,Senior,Master,2033,65283.48,0.38,Docker,71,12939,2,High,Medium Risk
Cybersecurity Analyst,UK,Entry,Master,2025,22297.23,0.25,Security,71,22510,1,High,Low Risk
Data Scientist,UK,Senior,Master,2035,61362.02,0.45,Python,92,8813,2,High,Medium Risk
Data Analyst,Canada,Mid,Master,2035,24320.19,0.75,SQL,91,28570,1,High,High Risk
Product Manager,Canada,Entry,PhD,2016,20490.82,0.31,Strategy,82,45569,1,High,Medium Risk
Product Manager,UK,Entry,PhD,2035,33603.99,0.5,Strategy,93,37124,1,High,Medium Risk
Product Manager,UK,Entry,PhD,2022,29696.93,0.37,Strategy,94,7540,1,High,Medium Risk
Data Analyst,Canada,Senior,Bachelor,2021,29568.09,0.61,SQL,74,42846,1,High,High Risk
Data Analyst,UK,Mid,Master,2019,20042.51,0.59,SQL,70,24411,1,High,Medium Risk
AI Researcher,Australia,Entry,Master,2031,38835.94,0.21,Deep Learning,73,4093,1,High,Low Risk
Product Manager,UK,Senior,PhD,2016,46080.86,0.31,Strategy,62,45413,2,High,Medium Risk
ML Engineer,Canada,Entry,PhD,2025,26410.57,0.25,Python,87,34756,2,High,Low Risk
Business Analyst,Canada,Mid,Master,2020,22786.98,0.7,Excel,75,29602,0,High,High Risk
Business Analyst,Canada,Mid,PhD,2026,26454.84,0.76,Excel,78,33196,1,High,High Risk
Cybersecurity Analyst,Canada,Mid,Bachelor,2022,29329.41,0.22,Security,60,13857,1,High,Low Risk
Cybersecurity Analyst,Canada,Mid,Bachelor,2024,30279.24,0.24,Security,74,12425,1,High,Low Risk
Cybersecurity Analyst,Australia,Entry,PhD,2030,21957.65,0.3,Security,84,18175,1,High,Medium Risk
Cloud Engineer,UK,Mid,PhD,2023,37187.75,0.33,AWS,74,24019,1,High,Medium Risk
Cybersecurity Analyst,USA,Senior,PhD,2032,67022.71,0.32,Security,67,22563,2,High,Medium Risk
AI Researcher,UK,Mid,Bachelor,2024,43320.49,0.14,Deep Learning,76,37444,2,High,Low Risk
Data Analyst,Germany,Senior,Bachelor,2026,31580.43,0.66,SQL,74,18434,1,High,High Risk
Business Analyst,Australia,Mid,PhD,2030,29294.76,0.8,Excel,66,18343,0,High,High Risk
Software Engineer,India,Senior,Master,2032,19545.82,0.52,Java,83,45859,1,Medium,Medium Risk
Cybersecurity Analyst,India,Entry,PhD,2033,10019.76,0.33,Security,79,1526,1,Medium,Medium Risk
Software Engineer,India,Entry,PhD,2031,9289.54,0.51,Java,73,12536,0,Low,Medium Risk
Software Engineer,Australia,Entry,Bachelor,2018,18938.81,0.38,Java,79,35531,1,Medium,Medium Risk
AI Researcher,Germany,Senior,Master,2018,53758.28,0.08,Deep Learning,81,6109,2,High,Low Risk
ML Engineer,USA,Senior,Bachelor,2028,84521.26,0.28,Python,61,17967,2,High,Low Risk
Business Analyst,UK,Senior,Bachelor,2024,35921.86,0.74,Excel,72,37935,1,High,High Risk
Cloud Engineer,Germany,Senior,Bachelor,2017,43415.41,0.27,AWS,89,31015,2,High,Low Risk
Product Manager,India,Senior,PhD,2016,17396.32,0.31,Strategy,90,42125,1,Medium,Medium Risk
