Transaction_ID,Sale_Date,Shoe_Model,Colorway,Condition,Retail_Price_USD,Resale_Price_USD,Sales_Channel,Days_in_Inventory,Profit_Margin_USD
TRX-100219,2025-08-23,Air Jordan 1 Low,Concord,Used,135,112.03,StockX,14,-22.97
TRX-100220,2025-07-01,Air Jordan 3 Retro,Bred,Deadstock (Brand New),200,669.49,StockX,6,469.49
TRX-100221,2023-08-19,Air Jordan 4 Retro,Bred,Used,224,174.73,StockX,5,-49.27000000000001
TRX-100222,2023-09-09,Air Jordan 1 Low,Pine Green,Used,123,91.4,StockX,9,-31.599999999999994
TRX-100223,2025-03-21,Air Jordan 4 Retro,Concord,VNDS (Very Near Deadstock),214,265.54,GOAT,7,51.54000000000002
TRX-100224,2025-03-08,Air Jordan 1 High,Mocha,Used,176,138.8,kick hub 2026,44,-37.19999999999999
TRX-100225,2023-02-24,Air Jordan 11 Retro,Lost & Found,VNDS (Very Near Deadstock),226,287.33,GOAT,4,61.329999999999984
TRX-100226,2023-10-11,Air Jordan 3 Retro,Black Cat,VNDS (Very Near Deadstock),201,292.64,Stadium Goods,36,91.63999999999999
TRX-100227,2024-07-13,Air Jordan 1 High,Mocha,Used,176,144.73,GOAT,1,-31.27000000000001
TRX-100228,2023-11-23,Air Jordan 3 Retro,Chicago,Used,210,131.04,StockX,3,-78.96000000000001
TRX-100229,2024-07-20,Air Jordan 1 Low,Concord,VNDS (Very Near Deadstock),134,136.48,kick hub 2026,58,2.4799999999999898
TRX-100230,2023-10-22,Air Jordan 11 Retro,Black Cat,Used,227,186.52,GOAT,9,-40.47999999999999
TRX-100231,2025-09-05,Air Jordan 3 Retro,Black Cat,VNDS (Very Near Deadstock),202,209.94,kick hub 2026,52,7.939999999999998
TRX-100232,2023-12-27,Air Jordan 11 Retro,Chicago,VNDS (Very Near Deadstock),227,249.59,Stadium Goods,53,22.590000000000003
TRX-100233,2025-05-14,Air Jordan 11 Retro,Military Blue,Deadstock (Brand New),230,355.33,GOAT,6,125.32999999999998
TRX-100234,2025-04-28,Air Jordan 11 Retro,Concord,Used,229,153.84,StockX,7,-75.16
TRX-100235,2023-06-23,Air Jordan 3 Retro,Pine Green,Used,205,152.24,StockX,3,-52.75999999999999
TRX-100236,2024-09-19,Air Jordan 1 Low,Mocha,VNDS (Very Near Deadstock),113,141.58,GOAT,11,28.580000000000013
TRX-100237,2023-02-25,Air Jordan 11 Retro,Chicago,VNDS (Very Near Deadstock),227,251.93,Walk-in Retail,55,24.930000000000007
TRX-100238,2023-02-17,Air Jordan 11 Retro,Pine Green,Used,229,138.25,Walk-in Retail,59,-90.75
TRX-100239,2024-02-02,Air Jordan 1 High,Mocha,VNDS (Very Near Deadstock),178,221.71,StockX,9,43.71000000000001
TRX-100240,2024-11-24,Air Jordan 11 Retro,Sail,VNDS (Very Near Deadstock),226,302.12,StockX,4,76.12
TRX-100241,2023-06-07,Air Jordan 11 Retro,Black Cat,Used,227,166.63,GOAT,12,-60.370000000000005
TRX-100242,2023-09-06,Air Jordan 11 Retro,Pine Green,Deadstock (Brand New),229,441.52,GOAT,11,212.51999999999998
TRX-100243,2024-09-11,Air Jordan 4 Retro,Lost & Found,Deadstock (Brand New),211,490.2,kick hub 2026,17,279.2
TRX-100244,2024-06-02,Air Jordan 4 Retro,Military Blue,Deadstock (Brand New),217,411.85,StockX,7,194.85000000000002
TRX-100245,2024-08-06,Air Jordan 4 Retro,Bred,Used,213,123.74,Walk-in Retail,14,-89.26
TRX-100246,2025-01-24,Air Jordan 4 Retro,Chicago,VNDS (Very Near Deadstock),220,324.56,StockX,1,104.56
TRX-100247,2024-08-31,Air Jordan 4 Retro,Chicago,Used,218,115.36,GOAT,13,-102.64
TRX-100248,2024-08-06,Air Jordan 4 Retro,Bred,VNDS (Very Near Deadstock),219,261.31,Stadium Goods,31,42.31
TRX-100249,2024-05-18,Air Jordan 3 Retro,Military Blue,Deadstock (Brand New),206,652.45,StockX,2,446.45000000000005
TRX-100250,2023-12-20,Air Jordan 1 High,Mocha,VNDS (Very Near Deadstock),172,227.76,Walk-in Retail,6,55.75999999999999
TRX-100251,2024-07-30,Air Jordan 3 Retro,Sail,Used,208,147.53,Stadium Goods,8,-60.47
TRX-100252,2024-12-28,Air Jordan 11 Retro,Chicago,Deadstock (Brand New),228,787.91,StockX,5,559.91
TRX-100253,2025-05-27,Air Jordan 4 Retro,Military Blue,Deadstock (Brand New),224,773.88,StockX,13,549.88
TRX-100254,2024-03-10,Air Jordan 4 Retro,Chicago,Used,219,121.67,Stadium Goods,16,-97.33
TRX-100255,2024-03-19,Air Jordan 1 High,Chicago,Deadstock (Brand New),176,285.43,Walk-in Retail,16,109.43
TRX-100256,2025-01-05,Air Jordan 1 Low,Military Blue,VNDS (Very Near Deadstock),113,150.16,Stadium Goods,12,37.16
TRX-100257,2024-09-18,Air Jordan 1 Low,Lost & Found,Used,127,103.0,kick hub 2026,46,-24.0
TRX-100258,2024-02-03,Air Jordan 4 Retro,Pine Green,Deadstock (Brand New),212,618.67,StockX,7,406.66999999999996
TRX-100259,2025-07-16,Air Jordan 11 Retro,Chicago,VNDS (Very Near Deadstock),228,298.1,kick hub 2026,56,70.10000000000002
TRX-100260,2023-09-03,Air Jordan 4 Retro,Bred,Used,220,166.34,Stadium Goods,48,-53.66
TRX-100261,2023-01-16,Air Jordan 1 High,Military Blue,Deadstock (Brand New),178,568.72,Stadium Goods,47,390.72
TRX-100262,2024-12-16,Air Jordan 1 Low,Military Blue,Used,123,76.93,StockX,10,-46.06999999999999
TRX-100263,2023-04-27,Air Jordan 1 Low,Sail,Used,135,88.12,kick hub 2026,12,-46.879999999999995
TRX-100264,2024-01-01,Air Jordan 3 Retro,Military Blue,Deadstock (Brand New),210,270.61,Walk-in Retail,16,60.610000000000014
TRX-100265,2025-06-24,Air Jordan 1 Low,Sail,Deadstock (Brand New),135,168.47,StockX,8,33.47
TRX-100266,2023-09-30,Air Jordan 1 High,Pine Green,Used,186,105.45,GOAT,2,-80.55
TRX-100267,2024-10-09,Air Jordan 1 Low,Lost & Found,Used,136,94.21,StockX,3,-41.790000000000006
TRX-100268,2023-06-28,Air Jordan 4 Retro,Lost & Found,Used,213,123.38,Stadium Goods,5,-89.62
TRX-100269,2025-05-20,Air Jordan 11 Retro,Military Blue,Deadstock (Brand New),230,599.35,GOAT,13,369.35
TRX-100270,2024-06-27,Air Jordan 3 Retro,Chicago,Used,200,163.09,GOAT,6,-36.91
TRX-100271,2024-01-22,Air Jordan 1 Low,Military Blue,Used,122,64.23,Walk-in Retail,23,-57.769999999999996
TRX-100272,2024-07-01,Air Jordan 3 Retro,Black Cat,Used,202,153.52,kick hub 2026,51,-48.47999999999999
TRX-100273,2025-02-09,Air Jordan 3 Retro,Lost & Found,Deadstock (Brand New),200,605.9,kick hub 2026,56,405.9
TRX-100274,2023-12-12,Air Jordan 4 Retro,Chicago,Used,224,196.27,Stadium Goods,14,-27.72999999999999
TRX-100275,2024-09-01,Air Jordan 3 Retro,Lost & Found,Used,203,147.58,GOAT,10,-55.41999999999999
TRX-100276,2024-01-27,Air Jordan 3 Retro,Chicago,VNDS (Very Near Deadstock),201,294.12,kick hub 2026,31,93.12
TRX-100277,2023-10-02,Air Jordan 1 Low,Pine Green,Used,139,95.54,Walk-in Retail,22,-43.459999999999994
TRX-100278,2024-10-12,Air Jordan 1 Low,Chicago,VNDS (Very Near Deadstock),123,160.21,Stadium Goods,51,37.21000000000001
TRX-100279,2025-06-10,Air Jordan 1 High,Sail,Deadstock (Brand New),188,402.04,kick hub 2026,35,214.04000000000002
TRX-100280,2025-03-08,Air Jordan 1 Low,Sail,VNDS (Very Near Deadstock),136,165.32,kick hub 2026,12,29.319999999999993
TRX-100281,2023-01-21,Air Jordan 1 High,Black Cat,Used,175,148.5,kick hub 2026,18,-26.5
TRX-100282,2025-02-20,Air Jordan 11 Retro,Sail,Deadstock (Brand New),228,743.43,StockX,1,515.43
TRX-100283,2024-02-25,Air Jordan 11 Retro,Pine Green,Deadstock (Brand New),229,759.16,Walk-in Retail,6,530.16
TRX-100284,2024-06-10,Air Jordan 1 Low,Bred,Used,137,115.82,kick hub 2026,50,-21.180000000000007
TRX-100285,2024-01-18,Air Jordan 4 Retro,Black Cat,Used,221,179.56,GOAT,10,-41.44
TRX-100286,2025-07-26,Air Jordan 11 Retro,Lost & Found,Deadstock (Brand New),225,668.65,Walk-in Retail,33,443.65
TRX-100287,2023-06-24,Air Jordan 1 Low,Sail,Deadstock (Brand New),140,292.93,kick hub 2026,25,152.93
TRX-100288,2023-02-19,Air Jordan 1 Low,Bred,Deadstock (Brand New),123,368.08,kick hub 2026,22,245.07999999999998
TRX-100289,2024-03-14,Air Jordan 4 Retro,Concord,Deadstock (Brand New),218,369.92,kick hub 2026,8,151.92000000000002
TRX-100290,2025-09-22,Air Jordan 1 Low,Black Cat,Deadstock (Brand New),112,153.01,Walk-in Retail,43,41.00999999999999
TRX-100291,2023-03-15,Air Jordan 1 Low,Bred,Used,138,84.73,Walk-in Retail,46,-53.269999999999996
TRX-100292,2024-11-11,Air Jordan 11 Retro,Pine Green,Used,225,147.51,GOAT,4,-77.49000000000001
TRX-100293,2025-07-06,Air Jordan 3 Retro,Sail,Deadstock (Brand New),203,650.31,kick hub 2026,53,447.30999999999995
TRX-100294,2025-05-16,Air Jordan 1 High,Black Cat,Deadstock (Brand New),180,517.77,kick hub 2026,30,337.77
TRX-100295,2023-01-15,Air Jordan 1 High,Pine Green,Used,172,147.27,GOAT,12,-24.72999999999999
TRX-100296,2025-05-21,Air Jordan 3 Retro,Bred,Deadstock (Brand New),205,575.81,kick hub 2026,25,370.80999999999995
TRX-100297,2025-02-06,Air Jordan 4 Retro,Lost & Found,Deadstock (Brand New),225,449.9,Stadium Goods,31,224.89999999999998
TRX-100298,2025-08-20,Air Jordan 1 High,Black Cat,VNDS (Very Near Deadstock),187,268.31,GOAT,11,81.31
TRX-100299,2025-02-01,Air Jordan 4 Retro,Concord,VNDS (Very Near Deadstock),222,332.15,kick hub 2026,58,110.14999999999998
TRX-100300,2024-06-25,Air Jordan 3 Retro,Pine Green,VNDS (Very Near Deadstock),202,270.87,GOAT,11,68.87
TRX-100301,2025-05-22,Air Jordan 1 Low,Black Cat,Deadstock (Brand New),115,250.66,StockX,6,135.66
TRX-100302,2025-03-04,Air Jordan 1 Low,Chicago,Deadstock (Brand New),139,328.15,Stadium Goods,27,189.14999999999998
TRX-100303,2023-03-08,Air Jordan 3 Retro,Black Cat,Deadstock (Brand New),201,330.78,GOAT,2,129.77999999999997
TRX-100304,2023-05-27,Air Jordan 1 Low,Mocha,Deadstock (Brand New),126,252.81,kick hub 2026,34,126.81
TRX-100305,2024-05-19,Air Jordan 1 Low,Sail,VNDS (Very Near Deadstock),122,141.12,StockX,12,19.120000000000005
TRX-100306,2024-05-13,Air Jordan 3 Retro,Mocha,Used,205,123.84,GOAT,3,-81.16
TRX-100307,2024-01-21,Air Jordan 11 Retro,Sail,Deadstock (Brand New),226,439.93,kick hub 2026,13,213.93
TRX-100308,2025-01-20,Air Jordan 4 Retro,Military Blue,Used,223,195.53,StockX,11,-27.47
TRX-100309,2024-11-07,Air Jordan 4 Retro,Mocha,Used,220,123.02,StockX,12,-96.98
TRX-100310,2024-10-24,Air Jordan 3 Retro,Bred,VNDS (Very Near Deadstock),205,212.7,Walk-in Retail,25,7.699999999999989
TRX-100311,2024-02-09,Air Jordan 11 Retro,Military Blue,Deadstock (Brand New),230,731.56,Walk-in Retail,52,501.55999999999995
TRX-100312,2023-09-12,Air Jordan 4 Retro,Black Cat,Used,220,161.37,Walk-in Retail,6,-58.629999999999995
TRX-100313,2023-01-30,Air Jordan 11 Retro,Pine Green,Deadstock (Brand New),227,788.65,StockX,5,561.65
TRX-100314,2024-02-10,Air Jordan 3 Retro,Black Cat,Deadstock (Brand New),202,451.35,kick hub 2026,11,249.35000000000002
TRX-100315,2023-04-19,Air Jordan 1 High,Sail,Used,173,153.8,Stadium Goods,28,-19.19999999999999
TRX-100316,2023-08-03,Air Jordan 4 Retro,Pine Green,Deadstock (Brand New),216,358.11,GOAT,7,142.11
TRX-100317,2024-05-18,Air Jordan 1 Low,Lost & Found,Deadstock (Brand New),113,293.67,StockX,7,180.67000000000002
TRX-100318,2024-05-26,Air Jordan 4 Retro,Lost & Found,VNDS (Very Near Deadstock),218,209.92,StockX,9,-8.080000000000013
TRX-100319,2025-06-09,Air Jordan 1 Low,Mocha,VNDS (Very Near Deadstock),137,148.64,StockX,9,11.639999999999986
TRX-100320,2023-04-15,Air Jordan 1 Low,Military Blue,Used,124,99.95,Walk-in Retail,7,-24.049999999999997
TRX-100321,2024-02-11,Air Jordan 1 High,Lost & Found,Deadstock (Brand New),176,440.82,Stadium Goods,33,264.82
TRX-100322,2024-12-18,Air Jordan 1 High,Sail,Deadstock (Brand New),190,311.56,Walk-in Retail,46,121.56
TRX-100323,2023-12-16,Air Jordan 11 Retro,Black Cat,Deadstock (Brand New),229,684.48,Walk-in Retail,53,455.48
TRX-100324,2025-07-14,Air Jordan 1 Low,Lost & Found,VNDS (Very Near Deadstock),118,129.74,kick hub 2026,42,11.740000000000009
TRX-100325,2024-06-06,Air Jordan 1 High,Bred,Deadstock (Brand New),170,543.6,kick hub 2026,32,373.6
TRX-100326,2023-04-01,Air Jordan 1 High,Military Blue,VNDS (Very Near Deadstock),171,170.08,StockX,9,-0.9199999999999875
TRX-100327,2025-03-27,Air Jordan 11 Retro,Military Blue,Used,226,135.65,Stadium Goods,34,-90.35
TRX-100328,2023-07-16,Air Jordan 3 Retro,Sail,Used,206,158.27,Walk-in Retail,47,-47.72999999999999
TRX-100329,2023-12-21,Air Jordan 1 High,Chicago,VNDS (Very Near Deadstock),179,259.78,GOAT,9,80.77999999999997
TRX-100330,2023-11-30,Air Jordan 3 Retro,Sail,Used,207,112.99,GOAT,9,-94.01
TRX-100331,2025-03-03,Air Jordan 1 Low,Bred,VNDS (Very Near Deadstock),110,162.82,GOAT,9,52.81999999999999
TRX-100332,2024-06-01,Air Jordan 1 Low,Chicago,Used,127,65.35,GOAT,2,-61.650000000000006
TRX-100333,2023-01-24,Air Jordan 1 Low,Bred,Used,117,77.68,Walk-in Retail,8,-39.31999999999999
TRX-100334,2024-11-22,Air Jordan 3 Retro,Sail,Deadstock (Brand New),206,689.93,kick hub 2026,14,483.92999999999995
TRX-100335,2024-06-08,Air Jordan 11 Retro,Pine Green,VNDS (Very Near Deadstock),230,340.21,kick hub 2026,53,110.20999999999998
TRX-100336,2025-02-22,Air Jordan 1 Low,Military Blue,Used,127,100.26,Stadium Goods,46,-26.739999999999995
TRX-100337,2024-11-02,Air Jordan 1 Low,Chicago,Deadstock (Brand New),110,282.29,Stadium Goods,33,172.29000000000002
TRX-100338,2024-06-03,Air Jordan 1 Low,Black Cat,Used,115,63.8,kick hub 2026,11,-51.2
TRX-100339,2023-11-22,Air Jordan 3 Retro,Pine Green,VNDS (Very Near Deadstock),200,221.96,GOAT,12,21.960000000000008
TRX-100340,2023-04-24,Air Jordan 4 Retro,Pine Green,Deadstock (Brand New),216,646.82,Walk-in Retail,47,430.82000000000005
TRX-100341,2024-11-29,Air Jordan 1 Low,Sail,VNDS (Very Near Deadstock),137,134.48,Walk-in Retail,33,-2.5200000000000102
TRX-100342,2023-07-14,Air Jordan 1 Low,Concord,Used,122,108.08,Walk-in Retail,38,-13.920000000000002
TRX-100343,2024-04-04,Air Jordan 11 Retro,Military Blue,Deadstock (Brand New),226,460.27,GOAT,11,234.26999999999998
TRX-100344,2023-11-30,Air Jordan 4 Retro,Chicago,Deadstock (Brand New),214,462.4,StockX,3,248.39999999999998
TRX-100345,2024-09-23,Air Jordan 3 Retro,Military Blue,Used,202,109.26,GOAT,1,-92.74
TRX-100346,2024-05-12,Air Jordan 4 Retro,Black Cat,VNDS (Very Near Deadstock),218,299.59,Walk-in Retail,26,81.58999999999997
TRX-100347,2023-03-15,Air Jordan 4 Retro,Black Cat,Used,225,139.61,kick hub 2026,46,-85.38999999999999
TRX-100348,2024-11-07,Air Jordan 11 Retro,Pine Green,Deadstock (Brand New),226,488.26,StockX,14,262.26
TRX-100349,2025-05-07,Air Jordan 1 Low,Pine Green,Deadstock (Brand New),131,356.53,kick hub 2026,50,225.52999999999997
TRX-100350,2023-01-10,Air Jordan 4 Retro,Mocha,VNDS (Very Near Deadstock),221,313.6,kick hub 2026,25,92.60000000000002
TRX-100351,2023-10-23,Air Jordan 1 Low,Pine Green,Used,110,69.78,Walk-in Retail,55,-40.22
TRX-100352,2024-10-17,Air Jordan 4 Retro,Concord,Used,219,149.37,GOAT,3,-69.63
TRX-100353,2023-11-28,Air Jordan 1 Low,Concord,VNDS (Very Near Deadstock),111,155.16,kick hub 2026,27,44.16
TRX-100354,2025-01-07,Air Jordan 1 Low,Lost & Found,Used,116,102.13,Walk-in Retail,20,-13.870000000000005
TRX-100355,2024-11-15,Air Jordan 3 Retro,Concord,Used,204,164.41,StockX,12,-39.59
TRX-100356,2025-08-26,Air Jordan 1 Low,Mocha,VNDS (Very Near Deadstock),132,155.82,StockX,11,23.819999999999993
TRX-100357,2024-12-28,Air Jordan 11 Retro,Bred,VNDS (Very Near Deadstock),226,203.64,Stadium Goods,39,-22.360000000000014
TRX-100358,2023-02-16,Air Jordan 1 Low,Lost & Found,Used,122,98.73,GOAT,6,-23.269999999999996
TRX-100359,2024-02-21,Air Jordan 1 Low,Concord,Used,130,101.58,kick hub 2026,11,-28.42
TRX-100360,2025-01-07,Air Jordan 4 Retro,Military Blue,Deadstock (Brand New),221,449.41,Walk-in Retail,16,228.41000000000003
TRX-100361,2024-06-18,Air Jordan 1 Low,Chicago,Used,140,110.21,kick hub 2026,8,-29.790000000000006
TRX-100362,2024-12-02,Air Jordan 4 Retro,Black Cat,Deadstock (Brand New),224,763.44,Stadium Goods,25,539.44
TRX-100363,2024-06-08,Air Jordan 3 Retro,Chicago,Deadstock (Brand New),207,517.13,Walk-in Retail,24,310.13
TRX-100364,2025-01-02,Air Jordan 11 Retro,Pine Green,Deadstock (Brand New),227,507.27,Stadium Goods,22,280.27
TRX-100365,2025-03-04,Air Jordan 1 Low,Black Cat,Used,124,79.4,StockX,11,-44.599999999999994
TRX-100366,2024-07-20,Air Jordan 1 High,Military Blue,Used,178,159.88,Walk-in Retail,38,-18.120000000000005
TRX-100367,2024-09-29,Air Jordan 3 Retro,Pine Green,VNDS (Very Near Deadstock),201,283.44,kick hub 2026,56,82.44
TRX-100368,2024-01-12,Air Jordan 1 Low,Bred,VNDS (Very Near Deadstock),122,179.74,Stadium Goods,8,57.74000000000001
TRX-100369,2023-05-29,Air Jordan 4 Retro,Sail,Used,221,163.0,Walk-in Retail,19,-58.0
TRX-100370,2023-07-12,Air Jordan 1 High,Mocha,VNDS (Very Near Deadstock),178,187.89,kick hub 2026,33,9.889999999999986
TRX-100371,2023-08-18,Air Jordan 1 Low,Pine Green,Used,113,70.32,GOAT,9,-42.68000000000001
TRX-100372,2024-12-09,Air Jordan 3 Retro,Lost & Found,Used,203,123.04,kick hub 2026,8,-79.96
TRX-100373,2024-06-26,Air Jordan 1 Low,Military Blue,VNDS (Very Near Deadstock),120,179.48,Walk-in Retail,6,59.47999999999999
TRX-100374,2023-11-12,Air Jordan 1 Low,Mocha,Used,138,99.81,GOAT,14,-38.19
TRX-100375,2024-08-16,Air Jordan 4 Retro,Concord,Deadstock (Brand New),211,550.41,Walk-in Retail,14,339.40999999999997
TRX-100376,2023-10-17,Air Jordan 1 Low,Lost & Found,Deadstock (Brand New),134,238.13,Walk-in Retail,34,104.13
TRX-100377,2024-10-23,Air Jordan 3 Retro,Concord,VNDS (Very Near Deadstock),210,261.39,Stadium Goods,51,51.389999999999986
TRX-100378,2025-09-02,Air Jordan 11 Retro,Lost & Found,VNDS (Very Near Deadstock),225,323.22,StockX,11,98.22000000000003
TRX-100379,2023-03-08,Air Jordan 1 High,Sail,Used,179,132.91,GOAT,13,-46.09
TRX-100380,2024-05-20,Air Jordan 4 Retro,Lost & Found,Used,219,130.74,GOAT,9,-88.25999999999999
TRX-100381,2024-09-08,Air Jordan 4 Retro,Sail,Used,221,119.45,Stadium Goods,37,-101.55
TRX-100382,2024-05-13,Air Jordan 1 High,Chicago,Used,186,136.63,Stadium Goods,58,-49.370000000000005
TRX-100383,2023-01-03,Air Jordan 3 Retro,Black Cat,Used,208,142.32,Walk-in Retail,26,-65.68
TRX-100384,2023-09-03,Air Jordan 4 Retro,Mocha,Used,217,163.63,StockX,9,-53.370000000000005
TRX-100385,2023-05-05,Air Jordan 4 Retro,Chicago,Deadstock (Brand New),218,639.44,Walk-in Retail,17,421.44000000000005
TRX-100386,2025-01-30,Air Jordan 4 Retro,Bred,Used,213,176.17,GOAT,9,-36.83000000000001
TRX-100387,2024-01-20,Air Jordan 1 Low,Military Blue,Deadstock (Brand New),125,367.51,Stadium Goods,49,242.51
TRX-100388,2024-06-07,Air Jordan 1 High,Bred,Deadstock (Brand New),174,553.83,Stadium Goods,8,379.83000000000004
TRX-100389,2023-01-06,Air Jordan 4 Retro,Sail,VNDS (Very Near Deadstock),213,258.83,GOAT,12,45.829999999999984
TRX-100390,2024-05-08,Air Jordan 3 Retro,Lost & Found,Used,200,148.77,StockX,5,-51.22999999999999
TRX-100391,2024-09-18,Air Jordan 11 Retro,Bred,Deadstock (Brand New),229,395.27,GOAT,2,166.26999999999998
TRX-100392,2024-05-30,Air Jordan 11 Retro,Black Cat,Used,228,137.19,Walk-in Retail,13,-90.81
TRX-100393,2025-09-03,Air Jordan 1 Low,Sail,Used,137,72.7,StockX,2,-64.3
TRX-100394,2024-10-08,Air Jordan 4 Retro,Concord,Used,223,166.61,StockX,1,-56.389999999999986
TRX-100395,2024-05-15,Air Jordan 4 Retro,Bred,Deadstock (Brand New),215,318.1,StockX,10,103.10000000000002
TRX-100396,2024-04-25,Air Jordan 4 Retro,Concord,Deadstock (Brand New),211,727.9,GOAT,7,516.9
TRX-100397,2023-08-28,Air Jordan 1 Low,Pine Green,Used,128,85.16,Walk-in Retail,24,-42.84
TRX-100398,2023-05-23,Air Jordan 11 Retro,Bred,VNDS (Very Near Deadstock),226,216.6,Stadium Goods,38,-9.400000000000006
TRX-100399,2023-03-28,Air Jordan 1 High,Mocha,Used,170,146.8,StockX,6,-23.19999999999999
TRX-100400,2024-10-21,Air Jordan 11 Retro,Military Blue,Deadstock (Brand New),225,484.46,Stadium Goods,17,259.46
TRX-100401,2023-11-03,Air Jordan 1 Low,Lost & Found,Deadstock (Brand New),135,204.64,GOAT,14,69.63999999999999
TRX-100402,2025-04-22,Air Jordan 1 High,Black Cat,VNDS (Very Near Deadstock),172,255.12,Walk-in Retail,16,83.12
TRX-100403,2023-03-25,Air Jordan 4 Retro,Concord,Deadstock (Brand New),215,437.92,Walk-in Retail,15,222.92000000000002
TRX-100404,2024-01-07,Air Jordan 11 Retro,Sail,Deadstock (Brand New),226,466.23,StockX,4,240.23000000000002
TRX-100405,2023-01-25,Air Jordan 11 Retro,Lost & Found,VNDS (Very Near Deadstock),225,300.67,Walk-in Retail,59,75.67000000000002
TRX-100406,2024-04-30,Air Jordan 3 Retro,Bred,VNDS (Very Near Deadstock),205,273.92,Stadium Goods,11,68.92000000000002
TRX-100407,2025-03-07,Air Jordan 11 Retro,Lost & Found,VNDS (Very Near Deadstock),227,323.71,Walk-in Retail,39,96.70999999999998
TRX-100408,2023-12-31,Air Jordan 1 High,Sail,Used,170,85.71,Walk-in Retail,24,-84.29
TRX-100409,2024-08-18,Air Jordan 1 High,Lost & Found,VNDS (Very Near Deadstock),190,201.36,Walk-in Retail,45,11.360000000000014
TRX-100410,2024-10-17,Air Jordan 4 Retro,Pine Green,Deadstock (Brand New),212,271.93,StockX,3,59.93000000000001
TRX-100411,2025-02-21,Air Jordan 11 Retro,Chicago,Used,229,122.56,StockX,9,-106.44
TRX-100412,2023-03-15,Air Jordan 4 Retro,Mocha,Used,220,173.45,Walk-in Retail,45,-46.55000000000001
TRX-100413,2024-01-10,Air Jordan 1 Low,Pine Green,Used,129,88.76,Walk-in Retail,30,-40.239999999999995
TRX-100414,2024-02-10,Air Jordan 3 Retro,Lost & Found,Deadstock (Brand New),204,283.9,Walk-in Retail,21,79.89999999999998
TRX-100415,2023-02-22,Air Jordan 11 Retro,Mocha,Deadstock (Brand New),227,660.37,StockX,6,433.37
TRX-100416,2024-05-06,Air Jordan 4 Retro,Bred,VNDS (Very Near Deadstock),214,268.73,Walk-in Retail,13,54.73000000000002
TRX-100417,2025-05-31,Air Jordan 3 Retro,Mocha,VNDS (Very Near Deadstock),209,248.5,StockX,8,39.5
TRX-100418,2025-08-06,Air Jordan 3 Retro,Black Cat,Deadstock (Brand New),203,469.92,kick hub 2026,51,266.92
TRX-100419,2023-06-07,Air Jordan 11 Retro,Mocha,Used,226,164.76,Stadium Goods,24,-61.24000000000001
TRX-100420,2023-01-07,Air Jordan 1 High,Chicago,Used,184,138.65,kick hub 2026,9,-45.349999999999994
TRX-100421,2025-02-03,Air Jordan 1 Low,Mocha,Used,131,100.04,kick hub 2026,25,-30.959999999999994
TRX-100422,2023-09-27,Air Jordan 3 Retro,Military Blue,Used,208,139.3,Walk-in Retail,60,-68.69999999999999
TRX-100423,2023-06-21,Air Jordan 1 High,Mocha,VNDS (Very Near Deadstock),173,211.4,GOAT,8,38.400000000000006
TRX-100424,2025-05-25,Air Jordan 4 Retro,Bred,Used,216,171.72,StockX,4,-44.28
TRX-100425,2024-11-10,Air Jordan 4 Retro,Black Cat,Deadstock (Brand New),225,784.65,kick hub 2026,17,559.65
